Number of vertices:1000
Number of edges:4985
v0: 1,0.699839, 2,0.196773, 3,0.161129, 4,0.097274
v1: 2,0.890299, 3,0.249475, 4,0.918938
v2: 3,0.594264, 4,0.794680
v3: 4,0.189354
v4:
v5: 0,0.467211, 1,0.420785, 4,0.137029, 2,0.052549, 3,0.196481
v6: 4,0.256602, 2,0.706192, 5,0.969855, 0,0.347252, 3,0.272571
v7: 5,0.097845, 0,0.486171, 2,0.073828, 4,0.826455, 1,0.227765
v8: 7,0.040635, 0,0.952915, 4,0.635929, 2,0.055814, 3,0.063744
v9: 4,0.338798, 3,0.176181, 0,0.073312, 5,0.162234, 1,0.661712
v10: 6,0.390672, 7,0.031118, 0,0.001915, 2,0.193793, 8,0.086140
v11: 0,0.759665, 7,0.693618, 2,0.629397, 10,0.269838, 3,0.169932
v12: 2,0.049432, 10,0.803298, 11,0.031531, 3,0.946261, 4,0.804751
v13: 4,0.444129, 8,0.480371, 5,0.596141, 6,0.334385, 2,0.004850
v14: 7,0.512074, 6,0.429627, 1,0.744559, 8,0.808390, 13,0.612613
v15: 7,0.187321, 3,0.312372, 2,0.042608, 5,0.107387, 1,0.854026
v16: 3,0.613173, 14,0.602405, 1,0.613820, 9,0.467182, 12,0.922840
v17: 2,0.176797, 12,0.419530, 16,0.040488, 10,0.473889, 5,0.646921
v18: 5,0.803193, 15,0.258506, 2,0.718046, 7,0.197034, 6,0.549993
v19: 17,0.726572, 3,0.487274, 0,0.611804, 5,0.597567, 8,0.307814
v20: 8,0.427516, 3,0.266414, 19,0.626380, 13,0.568278, 15,0.048542
v21: 0,0.846261, 4,0.112309, 8,0.570171, 2,0.868431, 1,0.714573
v22: 4,0.827706, 2,0.253736, 5,0.543060, 19,0.209284, 15,0.441098
v23: 2,0.541320, 17,0.960569, 0,0.287712, 5,0.575607, 13,0.228895
v24: 10,0.035288, 0,0.085503, 19,0.042133, 6,0.136543, 4,0.878314
v25: 13,0.816730, 24,0.789046, 12,0.493205, 1,0.294274, 3,0.863010
v26: 11,0.617255, 20,0.202042, 12,0.713688, 14,0.948048, 21,0.848625
v27: 20,0.836791, 13,0.946819, 2,0.181218, 19,0.738130, 12,0.748285
v28: 18,0.431843, 26,0.983606, 16,0.466581, 2,0.832021, 10,0.771183
v29: 25,0.275832, 3,0.913994, 1,0.495073, 7,0.685458, 24,0.485901
v30: 4,0.539918, 29,0.407330, 5,0.997353, 20,0.515410, 1,0.499075
v31: 27,0.951779, 15,0.545105, 14,0.586885, 3,0.779340, 4,0.365248
v32: 6,0.717798, 24,0.024898, 5,0.465125, 12,0.352179, 10,0.064397
v33: 1,0.323514, 12,0.301805, 7,0.434490, 4,0.472195, 8,0.183316
v34: 3,0.994562, 0,0.596295, 10,0.933005, 12,0.022798, 4,0.169624
v35: 33,0.867530, 1,0.581466, 2,0.702863, 22,0.024713, 10,0.354722
v36: 3,0.815188, 35,0.863619, 23,0.836184, 7,0.749709, 11,0.360904
v37: 0,0.718551, 21,0.694350, 7,0.941176, 25,0.337433, 13,0.236357
v38: 18,0.451713, 35,0.935980, 0,0.011932, 12,0.537697, 13,0.073827
v39: 13,0.809597, 11,0.895369, 16,0.466771, 34,0.020530, 29,0.055299
v40: 12,0.417727, 34,0.729640, 22,0.064198, 8,0.971723, 1,0.744815
v41: 31,0.098759, 38,0.838846, 35,0.491317, 1,0.562792, 10,0.845554
v42: 14,0.219577, 26,0.430367, 10,0.177772, 1,0.816306, 20,0.651217
v43: 35,0.005049, 36,0.861510, 1,0.393743, 22,0.643088, 6,0.388049
v44: 1,0.941674, 15,0.712376, 2,0.902684, 0,0.417756, 7,0.231600
v45: 3,0.503316, 8,0.230272, 0,0.188326, 1,0.191065, 13,0.224180
v46: 4,0.791867, 0,0.909138, 6,0.879135, 1,0.617844, 22,0.103111
v47: 0,0.985627, 21,0.440709, 31,0.002670, 6,0.873936, 40,0.242810
v48: 18,0.901790, 0,0.381658, 19,0.517642, 13,0.002262, 4,0.010320
v49: 1,0.444137, 11,0.612699, 33,0.637062, 30,0.109172, 15,0.861280
v50: 30,0.540524, 12,0.591550, 32,0.174930, 28,0.053023, 9,0.156243
v51: 17,0.974806, 14,0.565499, 22,0.334627, 10,0.069459, 2,0.399271
v52: 3,0.542499, 18,0.773273, 10,0.407606, 17,0.628114, 2,0.714663
v53: 4,0.345349, 22,0.272386, 2,0.993508, 12,0.890966, 31,0.467174
v54: 26,0.792977, 7,0.570278, 28,0.660419, 20,0.658849, 37,0.267118
v55: 39,0.457142, 50,0.191876, 2,0.856259, 0,0.152784, 5,0.837812
